placename	month	count
Al Qararah	2023-11	0
Al Qararah	2023-12	0
Al Qararah	2024-01	0
Al Qararah	2024-02	0
Al Qararah	2024-03	1
Al Qararah	2024-04	0
Al Qarara	2023-10	0
Al Qarara	2023-11	1
Al Qarara	2023-12	0
Al Qarara	2024-01	1
Al Qarara	2024-02	0
Al Qarara	2024-03	1
Al Qarara	2024-04	0
Al Qarārah	2023-10	0
Al Qarārah	2023-11	0
Al Qarārah	2023-12	0
Al Qarārah	2024-01	0
Al Qarārah	2024-02	0
Al Qarārah	2024-03	0
Al Qarārah	2024-04	0
alqrart	2023-10	0
alqrart	2023-11	0
alqrart	2023-12	0
alqrart	2024-01	0
alqrart	2024-02	0
alqrart	2024-03	0
alqrart	2024-04	0
القرارة	2023-10	0
القرارة	2023-11	0
القرارة	2023-12	0
القرارة	2024-01	0
القرارة	2024-02	0
القرارة	2024-03	0
القرارة	2024-04	0
Abasan al Kabirah	2023-10	0
Abasan al Kabirah	2023-11	0
Abasan al Kabirah	2023-12	0
Abasan al Kabirah	2024-01	0
Abasan al Kabirah	2024-02	0
Abasan al Kabirah	2024-03	0
Abasan al Kabirah	2024-04	0
Abasan	2023-10	4
Abasan	2023-11	5
Abasan	2023-12	4
Abasan	2024-01	0
Abasan	2024-02	1
Abasan	2024-03	0
Abasan	2024-04	0
Abasan Kabera	2023-10	0
Abasan Kabera	2023-11	0
Abasan Kabera	2023-12	0
Abasan Kabera	2024-01	0
Abasan Kabera	2024-02	0
Abasan Kabera	2024-03	0
Abasan Kabera	2024-04	0
Abasan al Kabir	2023-10	0
Abasan al Kabir	2023-11	0
Abasan al Kabir	2023-12	0
Abasan al Kabir	2024-01	0
Abasan al Kabir	2024-02	0
Abasan al Kabir	2024-03	0
Abasan al Kabir	2024-04	0
Abasan al-Kabera	2023-10	0
Abasan al-Kabera	2023-11	0
Abasan al-Kabera	2023-12	0
Abasan al-Kabera	2024-01	0
Abasan al-Kabera	2024-02	0
Abasan al-Kabera	2024-03	0
Abasan al-Kabera	2024-04	0
Abasan alkabir	2023-10	0
Abasan alkabir	2023-11	0
Abasan alkabir	2023-12	0
Abasan alkabir	2024-01	0
Abasan alkabir	2024-02	0
Abasan alkabir	2024-03	0
Abasan alkabir	2024-04	0
Abasan el-Kabir	2023-10	0
Abasan el-Kabir	2023-11	0
Abasan el-Kabir	2023-12	0
Abasan el-Kabir	2024-01	0
Abasan el-Kabir	2024-02	0
Abasan el-Kabir	2024-03	0
Abasan el-Kabir	2024-04	0
Abasân el-Kabîr	2023-10	0
Abasân el-Kabîr	2023-11	0
Abasân el-Kabîr	2023-12	0
Abasân el-Kabîr	2024-01	0
Abasân el-Kabîr	2024-02	0
Abasân el-Kabîr	2024-03	0
Abasân el-Kabîr	2024-04	0
Abasān	2023-10	0
Abasān	2023-11	0
Abasān	2023-12	0
Abasān	2024-01	0
Abasān	2024-02	0
Abasān	2024-03	0
Abasān	2024-04	0
Abasān al Kabīr	2023-10	0
Abasān al Kabīr	2023-11	0
Abasān al Kabīr	2023-12	0
Abasān al Kabīr	2024-01	0
Abasān al Kabīr	2024-02	0
Abasān al Kabīr	2024-03	0
Abasān al Kabīr	2024-04	0
`Abasan al Kabirah	2023-10	0
`Abasan al Kabirah	2023-11	0
`Abasan al Kabirah	2023-12	0
`Abasan al Kabirah	2024-01	0
`Abasan al Kabirah	2024-02	0
`Abasan al Kabirah	2024-03	0
`Abasan al Kabirah	2024-04	0
عبسان الكبيرة	2023-10	0
عبسان الكبيرة	2023-11	0
عبسان الكبيرة	2023-12	0
عبسان الكبيرة	2024-01	0
عبسان الكبيرة	2024-02	0
عبسان الكبيرة	2024-03	0
عبسان الكبيرة	2024-04	0
‘Abasān al Kabīrah	2023-10	0
‘Abasān al Kabīrah	2023-11	0
‘Abasān al Kabīrah	2023-12	0
‘Abasān al Kabīrah	2024-01	0
‘Abasān al Kabīrah	2024-02	0
‘Abasān al Kabīrah	2024-03	0
‘Abasān al Kabīrah	2024-04	0
Az Zuwaydah	2023-10	0
Az Zuwaydah	2023-11	0
Az Zuwaydah	2023-12	0
Az Zuwaydah	2024-01	0
Az Zuwaydah	2024-02	0
Az Zuwaydah	2024-03	0
Az Zuwaydah	2024-04	0
Alzwaydt	2023-10	0
Alzwaydt	2023-11	0
Alzwaydt	2023-12	0
Alzwaydt	2024-01	0
Alzwaydt	2024-02	0
Alzwaydt	2024-03	0
Alzwaydt	2024-04	0
Ar Ruwaydah	2023-10	0
Ar Ruwaydah	2023-11	0
Ar Ruwaydah	2023-12	0
Ar Ruwaydah	2024-01	0
Ar Ruwaydah	2024-02	0
Ar Ruwaydah	2024-03	0
Ar Ruwaydah	2024-04	0
Az Zuwāydah	2023-10	0
Az Zuwāydah	2023-11	0
Az Zuwāydah	2023-12	0
Az Zuwāydah	2024-01	0
Az Zuwāydah	2024-02	0
Az Zuwāydah	2024-03	0
Az Zuwāydah	2024-04	0
alzwaydt	2023-10	0
alzwaydt	2023-11	0
alzwaydt	2023-12	0
alzwaydt	2024-01	0
alzwaydt	2024-02	0
alzwaydt	2024-03	0
alzwaydt	2024-04	0
الزوايدة	2023-10	0
الزوايدة	2023-11	0
الزوايدة	2023-12	0
الزوايدة	2024-01	0
الزوايدة	2024-02	0
الزوايدة	2024-03	0
الزوايدة	2024-04	0
Maghazi	2023-10	15
Maghazi	2023-11	28
Maghazi	2023-12	49
Maghazi	2024-01	9
Maghazi	2024-02	2
Maghazi	2024-03	3
Maghazi	2024-04	0
Al Maghaze	2023-10	0
Al Maghaze	2023-11	0
Al Maghaze	2023-12	0
Al Maghaze	2024-01	0
Al Maghaze	2024-02	0
Al Maghaze	2024-03	0
Al Maghaze	2024-04	0
Mukhayyam Shaykh al Maghazi	2023-10	0
Mukhayyam Shaykh al Maghazi	2023-11	0
Mukhayyam Shaykh al Maghazi	2023-12	0
Mukhayyam Shaykh al Maghazi	2024-01	0
Mukhayyam Shaykh al Maghazi	2024-02	0
Mukhayyam Shaykh al Maghazi	2024-03	0
Mukhayyam Shaykh al Maghazi	2024-04	0
Mukhayyam Shaykh al Maghāzī	2023-10	0
Mukhayyam Shaykh al Maghāzī	2023-11	0
Mukhayyam Shaykh al Maghāzī	2023-12	0
Mukhayyam Shaykh al Maghāzī	2024-01	0
Mukhayyam Shaykh al Maghāzī	2024-02	0
Mukhayyam Shaykh al Maghāzī	2024-03	0
Mukhayyam Shaykh al Maghāzī	2024-04	0
Mukhayyam al Maghazi	2023-10	0
Mukhayyam al Maghazi	2023-11	0
Mukhayyam al Maghazi	2023-12	0
Mukhayyam al Maghazi	2024-01	0
Mukhayyam al Maghazi	2024-02	0
Mukhayyam al Maghazi	2024-03	0
Mukhayyam al Maghazi	2024-04	0
Mukhayyam al Maghāzī	2023-10	0
Mukhayyam al Maghāzī	2023-11	0
Mukhayyam al Maghāzī	2023-12	0
Mukhayyam al Maghāzī	2024-01	0
Mukhayyam al Maghāzī	2024-02	0
Mukhayyam al Maghāzī	2024-03	0
Mukhayyam al Maghāzī	2024-04	0
mkhym almghazy	2023-10	0
mkhym almghazy	2023-11	0
mkhym almghazy	2023-12	0
mkhym almghazy	2024-01	0
mkhym almghazy	2024-02	0
mkhym almghazy	2024-03	0
mkhym almghazy	2024-04	0
مخيم المغازي	2023-10	0
مخيم المغازي	2023-11	0
مخيم المغازي	2023-12	0
مخيم المغازي	2024-01	0
مخيم المغازي	2024-02	0
مخيم المغازي	2024-03	0
مخيم المغازي	2024-04	0
Shukat as Sufi	2023-10	0
Shukat as Sufi	2023-11	0
Shukat as Sufi	2023-12	0
Shukat as Sufi	2024-01	0
Shukat as Sufi	2024-02	0
Shukat as Sufi	2024-03	0
Shukat as Sufi	2024-04	0
Shawkat as Sufi	2023-10	0
Shawkat as Sufi	2023-11	0
Shawkat as Sufi	2023-12	0
Shawkat as Sufi	2024-01	0
Shawkat as Sufi	2024-02	0
Shawkat as Sufi	2024-03	0
Shawkat as Sufi	2024-04	0
Shawkat aş Şūfī	2023-10	0
Shawkat aş Şūfī	2023-11	0
Shawkat aş Şūfī	2023-12	0
Shawkat aş Şūfī	2024-01	0
Shawkat aş Şūfī	2024-02	0
Shawkat aş Şūfī	2024-03	0
Shawkat aş Şūfī	2024-04	0
Shoket es Sufi	2023-10	0
Shoket es Sufi	2023-11	0
Shoket es Sufi	2023-12	0
Shoket es Sufi	2024-01	0
Shoket es Sufi	2024-02	0
Shoket es Sufi	2024-03	0
Shoket es Sufi	2024-04	0
Shūkat aş Şūfī	2023-10	0
Shūkat aş Şūfī	2023-11	0
Shūkat aş Şūfī	2023-12	0
Shūkat aş Şūfī	2024-01	0
Shūkat aş Şūfī	2024-02	0
Shūkat aş Şūfī	2024-03	0
Shūkat aş Şūfī	2024-04	0
shwkt alswfy	2023-10	0
shwkt alswfy	2023-11	0
shwkt alswfy	2023-12	0
shwkt alswfy	2024-01	0
shwkt alswfy	2024-02	0
shwkt alswfy	2024-03	0
shwkt alswfy	2024-04	0
شوكة الصوفي	2023-10	0
شوكة الصوفي	2023-11	0
شوكة الصوفي	2023-12	0
شوكة الصوفي	2024-01	0
شوكة الصوفي	2024-02	0
شوكة الصوفي	2024-03	0
شوكة الصوفي	2024-04	0
Khuza'ah	2023-10	0
Khuza'ah	2023-11	0
Khuza'ah	2023-12	0
Khuza'ah	2024-01	0
Khuza'ah	2024-02	0
Khuza'ah	2024-03	0
Khuza'ah	2024-04	0
Kh Ikhza`a	2023-10	0
Kh Ikhza`a	2023-11	0
Kh Ikhza`a	2023-12	0
Kh Ikhza`a	2024-01	0
Kh Ikhza`a	2024-02	0
Kh Ikhza`a	2024-03	0
Kh Ikhza`a	2024-04	0
Kh Ikhza‘a	2023-10	0
Kh Ikhza‘a	2023-11	0
Kh Ikhza‘a	2023-12	0
Kh Ikhza‘a	2024-01	0
Kh Ikhza‘a	2024-02	0
Kh Ikhza‘a	2024-03	0
Kh Ikhza‘a	2024-04	0
Khirbat Ikhza`a	2023-10	0
Khirbat Ikhza`a	2023-11	0
Khirbat Ikhza`a	2023-12	0
Khirbat Ikhza`a	2024-01	0
Khirbat Ikhza`a	2024-02	0
Khirbat Ikhza`a	2024-03	0
Khirbat Ikhza`a	2024-04	0
Khirbat Ikhza`ah	2023-10	0
Khirbat Ikhza`ah	2023-11	0
Khirbat Ikhza`ah	2023-12	0
Khirbat Ikhza`ah	2024-01	0
Khirbat Ikhza`ah	2024-02	0
Khirbat Ikhza`ah	2024-03	0
Khirbat Ikhza`ah	2024-04	0
Khirbat Ikhzā‘a	2023-10	0
Khirbat Ikhzā‘a	2023-11	0
Khirbat Ikhzā‘a	2023-12	0
Khirbat Ikhzā‘a	2024-01	0
Khirbat Ikhzā‘a	2024-02	0
Khirbat Ikhzā‘a	2024-03	0
Khirbat Ikhzā‘a	2024-04	0
Khirbat Ikhzā‘ah	2023-10	0
Khirbat Ikhzā‘ah	2023-11	0
Khirbat Ikhzā‘ah	2023-12	0
Khirbat Ikhzā‘ah	2024-01	0
Khirbat Ikhzā‘ah	2024-02	0
Khirbat Ikhzā‘ah	2024-03	0
Khirbat Ikhzā‘ah	2024-04	0
Khuza`ah	2023-10	0
Khuza`ah	2023-11	0
Khuza`ah	2023-12	0
Khuza`ah	2024-01	0
Khuza`ah	2024-02	0
Khuza`ah	2024-03	0
Khuza`ah	2024-04	0
Khuzā‘ah	2023-10	0
Khuzā‘ah	2023-11	0
Khuzā‘ah	2023-12	0
Khuzā‘ah	2024-01	0
Khuzā‘ah	2024-02	0
Khuzā‘ah	2024-03	0
Khuzā‘ah	2024-04	0
خزاعة	2023-10	0
خزاعة	2023-11	0
خزاعة	2023-12	0
خزاعة	2024-01	0
خزاعة	2024-02	0
خزاعة	2024-03	0
خزاعة	2024-04	0
Al Mughraqah	2023-10	0
Al Mughraqah	2023-11	0
Al Mughraqah	2023-12	0
Al Mughraqah	2024-01	0
Al Mughraqah	2024-02	0
Al Mughraqah	2024-03	0
Al Mughraqah	2024-04	0
Abu Mudayin	2023-10	0
Abu Mudayin	2023-11	0
Abu Mudayin	2023-12	0
Abu Mudayin	2024-01	0
Abu Mudayin	2024-02	0
Abu Mudayin	2024-03	0
Abu Mudayin	2024-04	0
Abū Mudayin	2023-10	0
Abū Mudayin	2023-11	0
Abū Mudayin	2023-12	0
Abū Mudayin	2024-01	0
Abū Mudayin	2024-02	0
Abū Mudayin	2024-03	0
Abū Mudayin	2024-04	0
Al Mughrāqah	2023-10	0
Al Mughrāqah	2023-11	0
Al Mughrāqah	2023-12	0
Al Mughrāqah	2024-01	0
Al Mughrāqah	2024-02	0
Al Mughrāqah	2024-03	0
Al Mughrāqah	2024-04	0
abw mdyn	2023-10	0
abw mdyn	2023-11	0
abw mdyn	2023-12	0
abw mdyn	2024-01	0
abw mdyn	2024-02	0
abw mdyn	2024-03	0
abw mdyn	2024-04	0
almghraqh	2023-10	0
almghraqh	2023-11	0
almghraqh	2023-12	0
almghraqh	2024-01	0
almghraqh	2024-02	0
almghraqh	2024-03	0
almghraqh	2024-04	0
ابو مدين	2023-10	0
ابو مدين	2023-11	0
ابو مدين	2023-12	0
ابو مدين	2024-01	0
ابو مدين	2024-02	0
ابو مدين	2024-03	0
ابو مدين	2024-04	0
المغراقه	2023-10	0
المغراقه	2023-11	0
المغراقه	2023-12	0
المغراقه	2024-01	0
المغراقه	2024-02	0
المغراقه	2024-03	0
المغراقه	2024-04	0
Deir El-Balah	2023-10	38
Deir El-Balah	2023-11	51
Deir El-Balah	2023-12	45
Deir El-Balah	2024-01	19
Deir El-Balah	2024-02	31
Deir El-Balah	2024-03	30
Deir El-Balah	2024-04	12
Deir el-Balah	2023-10	38
Deir el-Balah	2023-11	51
Deir el-Balah	2023-12	45
Deir el-Balah	2024-01	19
Deir el-Balah	2024-02	31
Deir el-Balah	2024-03	30
Deir el-Balah	2024-04	12
Deir el-Balah flyktningleir	2023-10	0
Deir el-Balah flyktningleir	2023-11	0
Deir el-Balah flyktningleir	2023-12	0
Deir el-Balah flyktningleir	2024-01	0
Deir el-Balah flyktningleir	2024-02	0
Deir el-Balah flyktningleir	2024-03	0
Deir el-Balah flyktningleir	2024-04	0
Deir el-Balah refugee camp	2023-10	2
Deir el-Balah refugee camp	2023-11	0
Deir el-Balah refugee camp	2023-12	0
Deir el-Balah refugee camp	2024-01	0
Deir el-Balah refugee camp	2024-02	1
Deir el-Balah refugee camp	2024-03	0
Deir el-Balah refugee camp	2024-04	0
Mukhayyam Dayr al Balah	2023-10	0
Mukhayyam Dayr al Balah	2023-11	0
Mukhayyam Dayr al Balah	2023-12	0
Mukhayyam Dayr al Balah	2024-01	0
Mukhayyam Dayr al Balah	2024-02	0
Mukhayyam Dayr al Balah	2024-03	0
Mukhayyam Dayr al Balah	2024-04	0
Mukhayyam Dayr al Balaḩ	2023-10	0
Mukhayyam Dayr al Balaḩ	2023-11	0
Mukhayyam Dayr al Balaḩ	2023-12	0
Mukhayyam Dayr al Balaḩ	2024-01	0
Mukhayyam Dayr al Balaḩ	2024-02	0
Mukhayyam Dayr al Balaḩ	2024-03	0
Mukhayyam Dayr al Balaḩ	2024-04	0
mkhym dyr alblh	2023-10	0
mkhym dyr alblh	2023-11	0
mkhym dyr alblh	2023-12	0
mkhym dyr alblh	2024-01	0
mkhym dyr alblh	2024-02	0
mkhym dyr alblh	2024-03	0
mkhym dyr alblh	2024-04	0
مخيم دير البلح	2023-10	0
مخيم دير البلح	2023-11	0
مخيم دير البلح	2023-12	0
مخيم دير البلح	2024-01	0
مخيم دير البلح	2024-02	0
مخيم دير البلح	2024-03	0
مخيم دير البلح	2024-04	0
An Nasr	2023-10	12
An Nasr	2023-11	25
An Nasr	2023-12	3
An Nasr	2024-01	13
An Nasr	2024-02	6
An Nasr	2024-03	3
An Nasr	2024-04	3
Al Bayk	2023-10	0
Al Bayk	2023-11	0
Al Bayk	2023-12	0
Al Bayk	2024-01	0
Al Bayk	2024-02	0
Al Bayk	2024-03	0
Al Bayk	2024-04	0
Al Bayuk	2023-10	0
Al Bayuk	2023-11	0
Al Bayuk	2023-12	0
Al Bayuk	2024-01	0
Al Bayuk	2024-02	0
Al Bayuk	2024-03	0
Al Bayuk	2024-04	0
Al Bayūk	2023-10	0
Al Bayūk	2023-11	0
Al Bayūk	2023-12	0
Al Bayūk	2024-01	0
Al Bayūk	2024-02	0
Al Bayūk	2024-03	0
Al Bayūk	2024-04	0
An Naşr	2023-10	0
An Naşr	2023-11	0
An Naşr	2023-12	0
An Naşr	2024-01	0
An Naşr	2024-02	0
An Naşr	2024-03	0
An Naşr	2024-04	0
albywk	2023-10	0
albywk	2023-11	0
albywk	2023-12	0
albywk	2024-01	0
albywk	2024-02	0
albywk	2024-03	0
albywk	2024-04	0
alnsr	2023-10	0
alnsr	2023-11	0
alnsr	2023-12	0
alnsr	2024-01	0
alnsr	2024-02	0
alnsr	2024-03	0
alnsr	2024-04	0
البيوك	2023-10	0
البيوك	2023-11	0
البيوك	2023-12	0
البيوك	2024-01	0
البيوك	2024-02	0
البيوك	2024-03	0
البيوك	2024-04	0
النصر	2023-10	0
النصر	2023-11	0
النصر	2023-12	0
النصر	2024-01	1
النصر	2024-02	0
النصر	2024-03	0
النصر	2024-04	0
Abasan al Jadidah	2023-10	0
Abasan al Jadidah	2023-11	0
Abasan al Jadidah	2023-12	0
Abasan al Jadidah	2024-01	0
Abasan al Jadidah	2024-02	0
Abasan al Jadidah	2024-03	0
Abasan al Jadidah	2024-04	0
`Abasan al Jadida	2023-10	0
`Abasan al Jadida	2023-11	0
`Abasan al Jadida	2023-12	0
`Abasan al Jadida	2024-01	0
`Abasan al Jadida	2024-02	0
`Abasan al Jadida	2024-03	0
`Abasan al Jadida	2024-04	0
`Abasan al Jadidah	2023-10	0
`Abasan al Jadidah	2023-11	0
`Abasan al Jadidah	2023-12	0
`Abasan al Jadidah	2024-01	0
`Abasan al Jadidah	2024-02	0
`Abasan al Jadidah	2024-03	0
`Abasan al Jadidah	2024-04	0
`Abasan as Saghirah	2023-10	0
`Abasan as Saghirah	2023-11	0
`Abasan as Saghirah	2023-12	0
`Abasan as Saghirah	2024-01	0
`Abasan as Saghirah	2024-02	0
`Abasan as Saghirah	2024-03	0
`Abasan as Saghirah	2024-04	0
عبسان الجديدة	2023-10	0
عبسان الجديدة	2023-11	0
عبسان الجديدة	2023-12	0
عبسان الجديدة	2024-01	0
عبسان الجديدة	2024-02	0
عبسان الجديدة	2024-03	0
عبسان الجديدة	2024-04	0
عبسان الصغيرة	2023-10	0
عبسان الصغيرة	2023-11	0
عبسان الصغيرة	2023-12	0
عبسان الصغيرة	2024-01	0
عبسان الصغيرة	2024-02	0
عبسان الصغيرة	2024-03	0
عبسان الصغيرة	2024-04	0
‘Abasan al Jadida	2023-10	0
‘Abasan al Jadida	2023-11	0
‘Abasan al Jadida	2023-12	0
‘Abasan al Jadida	2024-01	0
‘Abasan al Jadida	2024-02	0
‘Abasan al Jadida	2024-03	0
‘Abasan al Jadida	2024-04	0
‘Abasān al Jadīdah	2023-10	0
‘Abasān al Jadīdah	2023-11	0
‘Abasān al Jadīdah	2023-12	0
‘Abasān al Jadīdah	2024-01	0
‘Abasān al Jadīdah	2024-02	0
‘Abasān al Jadīdah	2024-03	0
‘Abasān al Jadīdah	2024-04	0
‘Abasān aş Şaghīrah	2023-10	0
‘Abasān aş Şaghīrah	2023-11	0
‘Abasān aş Şaghīrah	2023-12	0
‘Abasān aş Şaghīrah	2024-01	0
‘Abasān aş Şaghīrah	2024-02	0
‘Abasān aş Şaghīrah	2024-03	0
‘Abasān aş Şaghīrah	2024-04	0
Al Fukhkhari	2023-10	0
Al Fukhkhari	2023-11	0
Al Fukhkhari	2023-12	0
Al Fukhkhari	2024-01	0
Al Fukhkhari	2024-02	0
Al Fukhkhari	2024-03	0
Al Fukhkhari	2024-04	0
Al Fakhkhari	2023-10	0
Al Fakhkhari	2023-11	0
Al Fakhkhari	2023-12	0
Al Fakhkhari	2024-01	0
Al Fakhkhari	2024-02	0
Al Fakhkhari	2024-03	0
Al Fakhkhari	2024-04	0
Al Fakhkhārī	2023-10	0
Al Fakhkhārī	2023-11	0
Al Fakhkhārī	2023-12	0
Al Fakhkhārī	2024-01	0
Al Fakhkhārī	2024-02	0
Al Fakhkhārī	2024-03	0
Al Fakhkhārī	2024-04	0
Al Fukhkhārī	2023-10	0
Al Fukhkhārī	2023-11	0
Al Fukhkhārī	2023-12	0
Al Fukhkhārī	2024-01	0
Al Fukhkhārī	2024-02	0
Al Fukhkhārī	2024-03	0
Al Fukhkhārī	2024-04	0
El Fukhkhari	2023-10	0
El Fukhkhari	2023-11	0
El Fukhkhari	2023-12	0
El Fukhkhari	2024-01	0
El Fukhkhari	2024-02	0
El Fukhkhari	2024-03	0
El Fukhkhari	2024-04	0
alfkhary	2023-10	0
alfkhary	2023-11	0
alfkhary	2023-12	0
alfkhary	2024-01	0
alfkhary	2024-02	0
alfkhary	2024-03	0
alfkhary	2024-04	0
الفخاري	2023-10	0
الفخاري	2023-11	0
الفخاري	2023-12	0
الفخاري	2024-01	0
الفخاري	2024-02	0
الفخاري	2024-03	0
الفخاري	2024-04	0
Wadi as Salqa	2023-10	0
Wadi as Salqa	2023-11	0
Wadi as Salqa	2023-12	0
Wadi as Salqa	2024-01	0
Wadi as Salqa	2024-02	0
Wadi as Salqa	2024-03	0
Wadi as Salqa	2024-04	0
Wadi as Salga	2023-10	0
Wadi as Salga	2023-11	0
Wadi as Salga	2023-12	0
Wadi as Salga	2024-01	0
Wadi as Salga	2024-02	0
Wadi as Salga	2024-03	0
Wadi as Salga	2024-04	0
Wādī as Salgā	2023-10	0
Wādī as Salgā	2023-11	0
Wādī as Salgā	2023-12	0
Wādī as Salgā	2024-01	0
Wādī as Salgā	2024-02	0
Wādī as Salgā	2024-03	0
Wādī as Salgā	2024-04	0
Wādī as Salqā	2023-10	0
Wādī as Salqā	2023-11	0
Wādī as Salqā	2023-12	0
Wādī as Salqā	2024-01	0
Wādī as Salqā	2024-02	0
Wādī as Salqā	2024-03	0
Wādī as Salqā	2024-04	0
wady alslqa	2023-10	0
wady alslqa	2023-11	0
wady alslqa	2023-12	0
wady alslqa	2024-01	0
wady alslqa	2024-02	0
wady alslqa	2024-03	0
wady alslqa	2024-04	0
وادي السلقا	2023-10	0
وادي السلقا	2023-11	0
وادي السلقا	2023-12	0
وادي السلقا	2024-01	0
وادي السلقا	2024-02	0
وادي السلقا	2024-03	0
وادي السلقا	2024-04	0
Juhr ad Dik	2023-10	0
Juhr ad Dik	2023-11	0
Juhr ad Dik	2023-12	0
Juhr ad Dik	2024-01	0
Juhr ad Dik	2024-02	0
Juhr ad Dik	2024-03	0
Juhr ad Dik	2024-04	0
Juhor ad Dik	2023-10	0
Juhor ad Dik	2023-11	0
Juhor ad Dik	2023-12	0
Juhor ad Dik	2024-01	0
Juhor ad Dik	2024-02	0
Juhor ad Dik	2024-03	0
Juhor ad Dik	2024-04	0
Juḩr ad Dīk	2023-10	0
Juḩr ad Dīk	2023-11	0
Juḩr ad Dīk	2023-12	0
Juḩr ad Dīk	2024-01	0
Juḩr ad Dīk	2024-02	0
Juḩr ad Dīk	2024-03	0
Juḩr ad Dīk	2024-04	0
jhr aldyk	2023-10	0
jhr aldyk	2023-11	0
jhr aldyk	2023-12	0
jhr aldyk	2024-01	0
jhr aldyk	2024-02	0
jhr aldyk	2024-03	0
jhr aldyk	2024-04	0
جحر الديك	2023-10	0
جحر الديك	2023-11	0
جحر الديك	2023-12	0
جحر الديك	2024-01	0
جحر الديك	2024-02	0
جحر الديك	2024-03	0
جحر الديك	2024-04	0
Umm an Nasr	2023-10	0
Umm an Nasr	2023-11	0
Umm an Nasr	2023-12	0
Umm an Nasr	2024-01	0
Umm an Nasr	2024-02	0
Umm an Nasr	2024-03	0
Umm an Nasr	2024-04	0
Al Qaryah al Badawiyah al Maslakh	2023-10	0
Al Qaryah al Badawiyah al Maslakh	2023-11	0
Al Qaryah al Badawiyah al Maslakh	2023-12	0
Al Qaryah al Badawiyah al Maslakh	2024-01	0
Al Qaryah al Badawiyah al Maslakh	2024-02	0
Al Qaryah al Badawiyah al Maslakh	2024-03	0
Al Qaryah al Badawiyah al Maslakh	2024-04	0
Umm an Naşr	2023-10	0
Umm an Naşr	2023-11	0
Umm an Naşr	2023-12	0
Umm an Naşr	2024-01	0
Umm an Naşr	2024-02	0
Umm an Naşr	2024-03	0
Umm an Naşr	2024-04	0
alqryt albdwyt almslkh	2023-10	0
alqryt albdwyt almslkh	2023-11	0
alqryt albdwyt almslkh	2023-12	0
alqryt albdwyt almslkh	2024-01	0
alqryt albdwyt almslkh	2024-02	0
alqryt albdwyt almslkh	2024-03	0
alqryt albdwyt almslkh	2024-04	0
am alnsr	2023-10	0
am alnsr	2023-11	0
am alnsr	2023-12	0
am alnsr	2024-01	0
am alnsr	2024-02	0
am alnsr	2024-03	0
am alnsr	2024-04	0
أم النصر	2023-10	0
أم النصر	2023-11	0
أم النصر	2023-12	0
أم النصر	2024-01	0
أم النصر	2024-02	0
أم النصر	2024-03	0
أم النصر	2024-04	0
القرية البدوية المسلخ	2023-10	0
القرية البدوية المسلخ	2023-11	0
القرية البدوية المسلخ	2023-12	0
القرية البدوية المسلخ	2024-01	0
القرية البدوية المسلخ	2024-02	0
القرية البدوية المسلخ	2024-03	0
القرية البدوية المسلخ	2024-04	0
Al Musaddar	2023-10	0
Al Musaddar	2023-11	0
Al Musaddar	2023-12	0
Al Musaddar	2024-01	0
Al Musaddar	2024-02	0
Al Musaddar	2024-03	0
Al Musaddar	2024-04	0
Al Muşaddar	2023-10	0
Al Muşaddar	2023-11	0
Al Muşaddar	2023-12	0
Al Muşaddar	2024-01	0
Al Muşaddar	2024-02	0
Al Muşaddar	2024-03	0
Al Muşaddar	2024-04	0
almsdr	2023-10	0
almsdr	2023-11	0
almsdr	2023-12	0
almsdr	2024-01	0
almsdr	2024-02	0
almsdr	2024-03	0
almsdr	2024-04	0
المصدر	2023-10	0
المصدر	2023-11	0
المصدر	2023-12	0
المصدر	2024-01	0
المصدر	2024-02	0
المصدر	2024-03	0
المصدر	2024-04	0
Al Mawasi	2023-10	0
Al Mawasi	2023-11	0
Al Mawasi	2023-12	0
Al Mawasi	2024-01	0
Al Mawasi	2024-02	0
Al Mawasi	2024-03	1
Al Mawasi	2024-04	0
Al Mawāsī	2023-10	0
Al Mawāsī	2023-11	0
Al Mawāsī	2023-12	0
Al Mawāsī	2024-01	0
Al Mawāsī	2024-02	0
Al Mawāsī	2024-03	0
Al Mawāsī	2024-04	0
El-Mawasi	2023-10	0
El-Mawasi	2023-11	0
El-Mawasi	2023-12	0
El-Mawasi	2024-01	0
El-Mawasi	2024-02	0
El-Mawasi	2024-03	0
El-Mawasi	2024-04	0
almwasy	2023-10	0
almwasy	2023-11	0
almwasy	2023-12	0
almwasy	2024-01	0
almwasy	2024-02	0
almwasy	2024-03	0
almwasy	2024-04	0
المواصي	2023-10	0
المواصي	2023-11	0
المواصي	2023-12	0
المواصي	2024-01	1
المواصي	2024-02	0
المواصي	2024-03	0
المواصي	2024-04	0
Al-Shifa Hospital	2023-10	31
Al-Shifa Hospital	2023-11	244
Al-Shifa Hospital	2023-12	23
Al-Shifa Hospital	2024-01	3
Al-Shifa Hospital	2024-02	15
Al-Shifa Hospital	2024-03	31
Al-Shifa Hospital	2024-04	13
Al'-Shifa	2023-10	0
Al'-Shifa	2023-11	0
Al'-Shifa	2023-12	0
Al'-Shifa	2024-01	0
Al'-Shifa	2024-02	0
Al'-Shifa	2024-03	0
Al'-Shifa	2024-04	0
Al-Shifa Ospitalea	2023-10	0
Al-Shifa Ospitalea	2023-11	0
Al-Shifa Ospitalea	2023-12	0
